No.,datadate,prccd,ajexdi,conm,tic,ipo_date,price,quarter,date_diff,Identifier,Trading Volume - Monthly,Net Asset Value - Monthly,Monthly Total Return Factor,Stock Exchange Code,S&P Rating
193,9/18/2019,19.59,1,CLOUDFLARE INC,NET,9/13/2019,19.59,2019Q3,5,NETSep-19,86808542,0,1,11,
194,9/19/2019,18.75,1,CLOUDFLARE INC,NET,9/13/2019,18.75,2019Q3,6,NETSep-19,86808542,0,1,11,
195,9/20/2019,19.87,1,CLOUDFLARE INC,NET,9/13/2019,19.87,2019Q3,7,NETSep-19,86808542,0,1,11,
196,9/23/2019,20.96,1,CLOUDFLARE INC,NET,9/13/2019,20.96,2019Q3,10,NETSep-19,86808542,0,1,11,
197,9/24/2019,20.71,1,CLOUDFLARE INC,NET,9/13/2019,20.71,2019Q3,11,NETSep-19,86808542,0,1,11,
198,9/25/2019,20.52,1,CLOUDFLARE INC,NET,9/13/2019,20.52,2019Q3,12,NETSep-19,86808542,0,1,11,
199,9/26/2019,19.55,1,CLOUDFLARE INC,NET,9/13/2019,19.55,2019Q3,13,NETSep-19,86808542,0,1,11,
200,9/27/2019,18.24,1,CLOUDFLARE INC,NET,9/13/2019,18.24,2019Q3,14,NETSep-19,86808542,0,1,11,
201,9/30/2019,18.57,1,CLOUDFLARE INC,NET,9/13/2019,18.57,2019Q3,17,NETSep-19,86808542,0,1,11,
202,10/1/2019,16.84,1,CLOUDFLARE INC,NET,9/13/2019,16.84,2019Q3,18,NETSep-19,86808542,0,1,11,
203,10/2/2019,17.25,1,CLOUDFLARE INC,NET,9/13/2019,17.25,2019Q3,19,NETSep-19,86808542,0,1,11,
204,10/3/2019,16.78,1,CLOUDFLARE INC,NET,9/13/2019,16.78,2019Q3,20,NETSep-19,86808542,0,1,11,
205,10/4/2019,17.27,1,CLOUDFLARE INC,NET,9/13/2019,17.27,2019Q3,21,NETSep-19,86808542,0,1,11,
206,10/7/2019,17.04,1,CLOUDFLARE INC,NET,9/13/2019,17.04,2019Q3,24,NETSep-19,86808542,0,1,11,
207,10/8/2019,17.19,1,CLOUDFLARE INC,NET,9/13/2019,17.19,2019Q3,25,NETSep-19,86808542,0,1,11,
208,10/9/2019,17.34,1,CLOUDFLARE INC,NET,9/13/2019,17.34,2019Q3,26,NETSep-19,86808542,0,1,11,
209,10/10/2019,16.33,1,CLOUDFLARE INC,NET,9/13/2019,16.33,2019Q3,27,NETSep-19,86808542,0,1,11,
210,10/11/2019,16.47,1,CLOUDFLARE INC,NET,9/13/2019,16.47,2019Q3,28,NETSep-19,86808542,0,1,11,
211,10/14/2019,15.69,1,CLOUDFLARE INC,NET,9/13/2019,15.69,2019Q3,31,NETSep-19,86808542,0,1,11,
212,8/14/2019,5,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,5,2019Q3,0,BTOGAug-19,1365813,0,1,14,
213,8/15/2019,4.4697,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.4697,2019Q3,1,BTOGAug-19,1365813,0,1,14,
214,8/16/2019,4.5,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.5,2019Q3,2,BTOGAug-19,1365813,0,1,14,
215,8/19/2019,4.55,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.55,2019Q3,5,BTOGAug-19,1365813,0,1,14,
216,8/20/2019,4.4,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.4,2019Q3,6,BTOGAug-19,1365813,0,1,14,
217,8/21/2019,4.54,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.54,2019Q3,7,BTOGAug-19,1365813,0,1,14,
218,8/22/2019,4.55,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.55,2019Q3,8,BTOGAug-19,1365813,0,1,14,
219,8/23/2019,4.47,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.47,2019Q3,9,BTOGAug-19,1365813,0,1,14,
220,8/26/2019,4.47,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.47,2019Q3,12,BTOGAug-19,1365813,0,1,14,
221,8/27/2019,4.71,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.71,2019Q3,13,BTOGAug-19,1365813,0,1,14,
222,8/28/2019,4.63,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.63,2019Q3,14,BTOGAug-19,1365813,0,1,14,
223,8/29/2019,4.75,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.75,2019Q3,15,BTOGAug-19,1365813,0,1,14,
224,8/30/2019,4.85,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.85,2019Q3,16,BTOGAug-19,1365813,0,1,14,
225,9/3/2019,4.95,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.95,2019Q3,20,BTOGAug-19,1365813,0,1,14,
226,9/4/2019,4.7,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.7,2019Q3,21,BTOGAug-19,1365813,0,1,14,
227,9/5/2019,4.72,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.72,2019Q3,22,BTOGAug-19,1365813,0,1,14,
228,9/6/2019,4.8762,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.8762,2019Q3,23,BTOGAug-19,1365813,0,1,14,
229,9/9/2019,4.8,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.8,2019Q3,26,BTOGAug-19,1365813,0,1,14,
230,9/10/2019,4.6,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.6,2019Q3,27,BTOGAug-19,1365813,0,1,14,
231,9/11/2019,4.4,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.4,2019Q3,28,BTOGAug-19,1365813,0,1,14,
232,9/12/2019,4.4,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.4,2019Q3,29,BTOGAug-19,1365813,0,1,14,
233,9/13/2019,4.46,1,BIT ORIGIN LIMITED,BTOG,8/14/2019,4.46,2019Q3,30,BTOGAug-19,1365813,0,1,14,
234,8/1/2019,23.85,1,DYNATRACE INC,DT,8/1/2019,23.85,2019Q3,0,DTAug-19,56893949,0,1,11,
235,8/2/2019,26.07,1,DYNATRACE INC,DT,8/1/2019,26.07,2019Q3,1,DTAug-19,56893949,0,1,11,
236,8/5/2019,23.74,1,DYNATRACE INC,DT,8/1/2019,23.74,2019Q3,4,DTAug-19,56893949,0,1,11,
237,8/6/2019,24.52,1,DYNATRACE INC,DT,8/1/2019,24.52,2019Q3,5,DTAug-19,56893949,0,1,11,
238,8/7/2019,26.15,1,DYNATRACE INC,DT,8/1/2019,26.15,2019Q3,6,DTAug-19,56893949,0,1,11,
239,8/8/2019,26,1,DYNATRACE INC,DT,8/1/2019,26,2019Q3,7,DTAug-19,56893949,0,1,11,
240,8/9/2019,25.25,1,DYNATRACE INC,DT,8/1/2019,25.25,2019Q3,8,DTAug-19,56893949,0,1,11,
241,8/12/2019,23.27,1,DYNATRACE INC,DT,8/1/2019,23.27,2019Q3,11,DTAug-19,56893949,0,1,11,
242,8/13/2019,23.6,1,DYNATRACE INC,DT,8/1/2019,23.6,2019Q3,12,DTAug-19,56893949,0,1,11,
243,8/14/2019,21.43,1,DYNATRACE INC,DT,8/1/2019,21.43,2019Q3,13,DTAug-19,56893949,0,1,11,
244,8/15/2019,21.33,1,DYNATRACE INC,DT,8/1/2019,21.33,2019Q3,14,DTAug-19,56893949,0,1,11,
245,8/16/2019,22.39,1,DYNATRACE INC,DT,8/1/2019,22.39,2019Q3,15,DTAug-19,56893949,0,1,11,
246,8/19/2019,23.97,1,DYNATRACE INC,DT,8/1/2019,23.97,2019Q3,18,DTAug-19,56893949,0,1,11,
247,8/20/2019,24.48,1,DYNATRACE INC,DT,8/1/2019,24.48,2019Q3,19,DTAug-19,56893949,0,1,11,
248,8/21/2019,25.04,1,DYNATRACE INC,DT,8/1/2019,25.04,2019Q3,20,DTAug-19,56893949,0,1,11,
249,8/22/2019,24.18,1,DYNATRACE INC,DT,8/1/2019,24.18,2019Q3,21,DTAug-19,56893949,0,1,11,
250,8/23/2019,23.9,1,DYNATRACE INC,DT,8/1/2019,23.9,2019Q3,22,DTAug-19,56893949,0,1,11,
251,8/26/2019,23.87,1,DYNATRACE INC,DT,8/1/2019,23.87,2019Q3,25,DTAug-19,56893949,0,1,11,
252,8/27/2019,23.4,1,DYNATRACE INC,DT,8/1/2019,23.4,2019Q3,26,DTAug-19,56893949,0,1,11,
253,8/28/2019,23.01,1,DYNATRACE INC,DT,8/1/2019,23.01,2019Q3,27,DTAug-19,56893949,0,1,11,
254,8/29/2019,23.44,1,DYNATRACE INC,DT,8/1/2019,23.44,2019Q3,28,DTAug-19,56893949,0,1,11,
255,8/30/2019,22.98,1,DYNATRACE INC,DT,8/1/2019,22.98,2019Q3,29,DTAug-19,56893949,0,1,11,
256,7/19/2019,37.05,1,MEDALLIA INC,MDLA,7/19/2019,37.05,2019Q3,0,MDLAJul-19,31731538,0,1,11,
257,7/22/2019,36,1,MEDALLIA INC,MDLA,7/19/2019,36,2019Q3,3,MDLAJul-19,31731538,0,1,11,
258,7/23/2019,36.73,1,MEDALLIA INC,MDLA,7/19/2019,36.73,2019Q3,4,MDLAJul-19,31731538,0,1,11,
259,7/24/2019,40.54,1,MEDALLIA INC,MDLA,7/19/2019,40.54,2019Q3,5,MDLAJul-19,31731538,0,1,11,
260,7/25/2019,41.5,1,MEDALLIA INC,MDLA,7/19/2019,41.5,2019Q3,6,MDLAJul-19,31731538,0,1,11,
261,7/26/2019,43,1,MEDALLIA INC,MDLA,7/19/2019,43,2019Q3,7,MDLAJul-19,31731538,0,1,11,
262,7/29/2019,42.28,1,MEDALLIA INC,MDLA,7/19/2019,42.28,2019Q3,10,MDLAJul-19,31731538,0,1,11,
263,7/30/2019,41.08,1,MEDALLIA INC,MDLA,7/19/2019,41.08,2019Q3,11,MDLAJul-19,31731538,0,1,11,
264,7/31/2019,39.85,1,MEDALLIA INC,MDLA,7/19/2019,39.85,2019Q3,12,MDLAJul-19,31731538,0,1,11,
265,8/1/2019,37.96,1,MEDALLIA INC,MDLA,7/19/2019,37.96,2019Q3,13,MDLAJul-19,31731538,0,1,11,
266,8/2/2019,39.87,1,MEDALLIA INC,MDLA,7/19/2019,39.87,2019Q3,14,MDLAJul-19,31731538,0,1,11,
267,8/5/2019,38.32,1,MEDALLIA INC,MDLA,7/19/2019,38.32,2019Q3,17,MDLAJul-19,31731538,0,1,11,
268,8/6/2019,37.62,1,MEDALLIA INC,MDLA,7/19/2019,37.62,2019Q3,18,MDLAJul-19,31731538,0,1,11,
269,8/7/2019,38.18,1,MEDALLIA INC,MDLA,7/19/2019,38.18,2019Q3,19,MDLAJul-19,31731538,0,1,11,
270,8/8/2019,37,1,MEDALLIA INC,MDLA,7/19/2019,37,2019Q3,20,MDLAJul-19,31731538,0,1,11,
271,8/9/2019,37.43,1,MEDALLIA INC,MDLA,7/19/2019,37.43,2019Q3,21,MDLAJul-19,31731538,0,1,11,
272,8/12/2019,39.33,1,MEDALLIA INC,MDLA,7/19/2019,39.33,2019Q3,24,MDLAJul-19,31731538,0,1,11,
273,8/13/2019,41.45,1,MEDALLIA INC,MDLA,7/19/2019,41.45,2019Q3,25,MDLAJul-19,31731538,0,1,11,
274,8/14/2019,41.29,1,MEDALLIA INC,MDLA,7/19/2019,41.29,2019Q3,26,MDLAJul-19,31731538,0,1,11,
275,8/15/2019,40.09,1,MEDALLIA INC,MDLA,7/19/2019,40.09,2019Q3,27,MDLAJul-19,31731538,0,1,11,
276,8/16/2019,39.65,1,MEDALLIA INC,MDLA,7/19/2019,39.65,2019Q3,28,MDLAJul-19,31731538,0,1,11,
277,8/19/2019,37.68,1,MEDALLIA INC,MDLA,7/19/2019,37.68,2019Q3,31,MDLAJul-19,31731538,0,1,11,
278,6/26/2019,9.09,1,LINX SA,LINX,6/26/2019,9.09,2019Q2,0,LINXJun-19,7969509,0,1,11,
279,6/27/2019,8.89,1,LINX SA,LINX,6/26/2019,8.89,2019Q2,1,LINXJun-19,7969509,0,1,11,
280,6/28/2019,9.12,1,LINX SA,LINX,6/26/2019,9.12,2019Q2,2,LINXJun-19,7969509,0,1,11,
281,7/1/2019,9.03,1,LINX SA,LINX,6/26/2019,9.03,2019Q2,5,LINXJun-19,7969509,0,1,11,
282,7/2/2019,8.86,1,LINX SA,LINX,6/26/2019,8.86,2019Q2,6,LINXJun-19,7969509,0,1,11,
283,7/3/2019,8.9,1,LINX SA,LINX,6/26/2019,8.9,2019Q2,7,LINXJun-19,7969509,0,1,11,
284,7/5/2019,9.07,1,LINX SA,LINX,6/26/2019,9.07,2019Q2,9,LINXJun-19,7969509,0,1,11,
285,7/8/2019,9.03,1,LINX SA,LINX,6/26/2019,9.03,2019Q2,12,LINXJun-19,7969509,0,1,11,
286,7/9/2019,9.09,1,LINX SA,LINX,6/26/2019,9.09,2019Q2,13,LINXJun-19,7969509,0,1,11,
287,7/10/2019,9.15,1,LINX SA,LINX,6/26/2019,9.15,2019Q2,14,LINXJun-19,7969509,0,1,11,
288,7/11/2019,9,1,LINX SA,LINX,6/26/2019,9,2019Q2,15,LINXJun-19,7969509,0,1,11,
289,7/12/2019,8.93,1,LINX SA,LINX,6/26/2019,8.93,2019Q2,16,LINXJun-19,7969509,0,1,11,
290,7/15/2019,8.87,1,LINX SA,LINX,6/26/2019,8.87,2019Q2,19,LINXJun-19,7969509,0,1,11,
291,7/16/2019,9.04,1,LINX SA,LINX,6/26/2019,9.04,2019Q2,20,LINXJun-19,7969509,0,1,11,
292,7/17/2019,9.22,1,LINX SA,LINX,6/26/2019,9.22,2019Q2,21,LINXJun-19,7969509,0,1,11,
293,7/18/2019,9.24,1,LINX SA,LINX,6/26/2019,9.24,2019Q2,22,LINXJun-19,7969509,0,1,11,
294,7/19/2019,9.1,1,LINX SA,LINX,6/26/2019,9.1,2019Q2,23,LINXJun-19,7969509,0,1,11,
295,7/22/2019,9.21,1,LINX SA,LINX,6/26/2019,9.21,2019Q2,26,LINXJun-19,7969509,0,1,11,
296,7/23/2019,9.13,1,LINX SA,LINX,6/26/2019,9.13,2019Q2,27,LINXJun-19,7969509,0,1,11,
297,7/24/2019,8.99,1,LINX SA,LINX,6/26/2019,8.99,2019Q2,28,LINXJun-19,7969509,0,1,11,
298,7/25/2019,8.74,1,LINX SA,LINX,6/26/2019,8.74,2019Q2,29,LINXJun-19,7969509,0,1,11,
299,7/26/2019,8.52,1,LINX SA,LINX,6/26/2019,8.52,2019Q2,30,LINXJun-19,7969509,0,1,11,
300,6/26/2019,9.7,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.7,2019Q2,0,CMBMJun-19,5040275,0,1,14,
301,6/27/2019,9.5,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.5,2019Q2,1,CMBMJun-19,5040275,0,1,14,
302,6/28/2019,9.59,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.59,2019Q2,2,CMBMJun-19,5040275,0,1,14,
303,7/1/2019,9.7,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.7,2019Q2,5,CMBMJun-19,5040275,0,1,14,
304,7/2/2019,9.65,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.65,2019Q2,6,CMBMJun-19,5040275,0,1,14,
305,7/3/2019,9.48,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.48,2019Q2,7,CMBMJun-19,5040275,0,1,14,
306,7/5/2019,9.47,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.47,2019Q2,9,CMBMJun-19,5040275,0,1,14,
307,7/8/2019,9.12,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.12,2019Q2,12,CMBMJun-19,5040275,0,1,14,
308,7/9/2019,9.19,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.19,2019Q2,13,CMBMJun-19,5040275,0,1,14,
309,7/10/2019,8.94,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,8.94,2019Q2,14,CMBMJun-19,5040275,0,1,14,
310,7/11/2019,9.31,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.31,2019Q2,15,CMBMJun-19,5040275,0,1,14,
311,7/12/2019,9.35,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.35,2019Q2,16,CMBMJun-19,5040275,0,1,14,
312,7/15/2019,9.94,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.94,2019Q2,19,CMBMJun-19,5040275,0,1,14,
313,7/16/2019,9.97,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.97,2019Q2,20,CMBMJun-19,5040275,0,1,14,
314,7/17/2019,9.87,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.87,2019Q2,21,CMBMJun-19,5040275,0,1,14,
315,7/18/2019,10.2,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,10.2,2019Q2,22,CMBMJun-19,5040275,0,1,14,
316,7/19/2019,10.45,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,10.45,2019Q2,23,CMBMJun-19,5040275,0,1,14,
317,7/22/2019,9.93,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.93,2019Q2,26,CMBMJun-19,5040275,0,1,14,
318,7/23/2019,9.95,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.95,2019Q2,27,CMBMJun-19,5040275,0,1,14,
319,7/24/2019,9.78,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.78,2019Q2,28,CMBMJun-19,5040275,0,1,14,
320,7/25/2019,10.25,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,10.25,2019Q2,29,CMBMJun-19,5040275,0,1,14,
321,7/26/2019,9.98,1,CAMBIUM NETWORKS CORP,CMBM,6/26/2019,9.98,2019Q2,30,CMBMJun-19,5040275,0,1,14,
322,7/11/2019,35,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,35,2019Q2,21,WORKJun-19,246040883,0,1,11,
323,7/12/2019,33.73,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,33.73,2019Q2,22,WORKJun-19,246040883,0,1,11,
324,7/15/2019,34.75,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,34.75,2019Q2,25,WORKJun-19,246040883,0,1,11,
325,6/20/2019,38.62,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,38.62,2019Q2,0,WORKJun-19,246040883,0,1,11,
326,6/21/2019,37.22,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,37.22,2019Q2,1,WORKJun-19,246040883,0,1,11,
327,6/24/2019,35.76,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,35.76,2019Q2,4,WORKJun-19,246040883,0,1,11,
328,6/25/2019,35.2,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,35.2,2019Q2,5,WORKJun-19,246040883,0,1,11,
329,6/26/2019,37.19,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,37.19,2019Q2,6,WORKJun-19,246040883,0,1,11,
330,6/27/2019,36.25,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,36.25,2019Q2,7,WORKJun-19,246040883,0,1,11,
331,6/28/2019,37.5,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,37.5,2019Q2,8,WORKJun-19,246040883,0,1,11,
332,7/1/2019,36.55,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,36.55,2019Q2,11,WORKJun-19,246040883,0,1,11,
333,7/2/2019,36.55,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,36.55,2019Q2,12,WORKJun-19,246040883,0,1,11,
334,7/3/2019,36,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,36,2019Q2,13,WORKJun-19,246040883,0,1,11,
335,7/5/2019,35.52,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,35.52,2019Q2,15,WORKJun-19,246040883,0,1,11,
336,7/8/2019,35,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,35,2019Q2,18,WORKJun-19,246040883,0,1,11,
337,7/9/2019,35.64,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,35.64,2019Q2,19,WORKJun-19,246040883,0,1,11,
338,7/10/2019,35.19,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,35.19,2019Q2,20,WORKJun-19,246040883,0,1,11,
339,7/16/2019,34.4,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,34.4,2019Q2,26,WORKJun-19,246040883,0,1,11,
340,7/17/2019,33.46,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,33.46,2019Q2,27,WORKJun-19,246040883,0,1,11,
341,7/18/2019,32,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,32,2019Q2,28,WORKJun-19,246040883,0,1,11,
342,7/19/2019,31.3,1,SLACK TECHNOLOGIES INC,WORK,6/20/2019,31.3,2019Q2,29,WORKJun-19,246040883,0,1,11,
343,6/12/2019,58,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,58,2019Q2,0,CRWDJun-19,64707939,0,1,14,
344,6/13/2019,67.56,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,67.56,2019Q2,1,CRWDJun-19,64707939,0,1,14,
345,6/14/2019,64.16,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,64.16,2019Q2,2,CRWDJun-19,64707939,0,1,14,
346,6/17/2019,70.01,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,70.01,2019Q2,5,CRWDJun-19,64707939,0,1,14,
347,6/18/2019,76.5,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,76.5,2019Q2,6,CRWDJun-19,64707939,0,1,14,
348,6/19/2019,77.22,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,77.22,2019Q2,7,CRWDJun-19,64707939,0,1,14,
349,6/20/2019,74.85,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,74.85,2019Q2,8,CRWDJun-19,64707939,0,1,14,
350,6/21/2019,72.23,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,72.23,2019Q2,9,CRWDJun-19,64707939,0,1,14,
351,6/24/2019,67.97,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,67.97,2019Q2,12,CRWDJun-19,64707939,0,1,14,
352,6/25/2019,61.52,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,61.52,2019Q2,13,CRWDJun-19,64707939,0,1,14,
353,6/26/2019,62.65,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,62.65,2019Q2,14,CRWDJun-19,64707939,0,1,14,
354,6/27/2019,63.28,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,63.28,2019Q2,15,CRWDJun-19,64707939,0,1,14,
355,6/28/2019,68.29,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,68.29,2019Q2,16,CRWDJun-19,64707939,0,1,14,
356,7/1/2019,63.2,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,63.2,2019Q2,19,CRWDJun-19,64707939,0,1,14,
357,7/2/2019,64.52,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,64.52,2019Q2,20,CRWDJun-19,64707939,0,1,14,
358,7/3/2019,67.24,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,67.24,2019Q2,21,CRWDJun-19,64707939,0,1,14,
359,7/5/2019,67.21,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,67.21,2019Q2,23,CRWDJun-19,64707939,0,1,14,
360,7/8/2019,66.91,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,66.91,2019Q2,26,CRWDJun-19,64707939,0,1,14,
361,7/9/2019,68.45,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,68.45,2019Q2,27,CRWDJun-19,64707939,0,1,14,
362,7/10/2019,74.34,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,74.34,2019Q2,28,CRWDJun-19,64707939,0,1,14,
363,7/11/2019,70.88,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,70.88,2019Q2,29,CRWDJun-19,64707939,0,1,14,
364,7/12/2019,73.5,1,CROWDSTRIKE HOLDINGS INC,CRWD,6/12/2019,73.5,2019Q2,30,CRWDJun-19,64707939,0,1,14,
365,5/17/2019,23.99,1,FASTLY INC,FSLY,5/17/2019,23.99,2019Q2,0,FSLYMay-19,26666387,0,1,11,
366,5/20/2019,24.25,1,FASTLY INC,FSLY,5/17/2019,24.25,2019Q2,3,FSLYMay-19,26666387,0,1,11,
367,5/21/2019,22.66,1,FASTLY INC,FSLY,5/17/2019,22.66,2019Q2,4,FSLYMay-19,26666387,0,1,11,
368,5/22/2019,22.52,1,FASTLY INC,FSLY,5/17/2019,22.52,2019Q2,5,FSLYMay-19,26666387,0,1,11,
369,5/23/2019,22.5,1,FASTLY INC,FSLY,5/17/2019,22.5,2019Q2,6,FSLYMay-19,26666387,0,1,11,
370,5/24/2019,21.5,1,FASTLY INC,FSLY,5/17/2019,21.5,2019Q2,7,FSLYMay-19,26666387,0,1,11,
371,5/28/2019,21.98,1,FASTLY INC,FSLY,5/17/2019,21.98,2019Q2,11,FSLYMay-19,26666387,0,1,11,
372,5/29/2019,21.26,1,FASTLY INC,FSLY,5/17/2019,21.26,2019Q2,12,FSLYMay-19,26666387,0,1,11,
373,5/30/2019,21.79,1,FASTLY INC,FSLY,5/17/2019,21.79,2019Q2,13,FSLYMay-19,26666387,0,1,11,
374,5/31/2019,20.8,1,FASTLY INC,FSLY,5/17/2019,20.8,2019Q2,14,FSLYMay-19,26666387,0,1,11,
375,6/3/2019,20.04,1,FASTLY INC,FSLY,5/17/2019,20.04,2019Q2,17,FSLYMay-19,26666387,0,1,11,
376,6/4/2019,20.92,1,FASTLY INC,FSLY,5/17/2019,20.92,2019Q2,18,FSLYMay-19,26666387,0,1,11,
377,6/5/2019,19.77,1,FASTLY INC,FSLY,5/17/2019,19.77,2019Q2,19,FSLYMay-19,26666387,0,1,11,
378,6/6/2019,20.13,1,FASTLY INC,FSLY,5/17/2019,20.13,2019Q2,20,FSLYMay-19,26666387,0,1,11,
379,6/7/2019,21.24,1,FASTLY INC,FSLY,5/17/2019,21.24,2019Q2,21,FSLYMay-19,26666387,0,1,11,
380,6/10/2019,22.86,1,FASTLY INC,FSLY,5/17/2019,22.86,2019Q2,24,FSLYMay-19,26666387,0,1,11,
381,6/11/2019,22.87,1,FASTLY INC,FSLY,5/17/2019,22.87,2019Q2,25,FSLYMay-19,26666387,0,1,11,
382,6/12/2019,20.61,1,FASTLY INC,FSLY,5/17/2019,20.61,2019Q2,26,FSLYMay-19,26666387,0,1,11,
383,6/13/2019,21,1,FASTLY INC,FSLY,5/17/2019,21,2019Q2,27,FSLYMay-19,26666387,0,1,11,
384,6/14/2019,19.85,1,FASTLY INC,FSLY,5/17/2019,19.85,2019Q2,28,FSLYMay-19,26666387,0,1,11,
385,6/17/2019,19.28,1,FASTLY INC,FSLY,5/17/2019,19.28,2019Q2,31,FSLYMay-19,26666387,0,1,11,
386,5/10/2019,10.99,0.1,SONIM TECHNOLOGIES INC,SONM,5/10/2019,109.9,2019Q2,0,SONMMay-19,3457620,0,1,14,
387,5/13/2019,11.02,0.1,SONIM TECHNOLOGIES INC,SONM,5/10/2019,110.2,2019Q2,3,SONMMay-19,3457620,0,1,14,
388,5/14/2019,11.03,0.1,SONIM TECHNOLOGIES INC,SONM,5/10/2019,110.3,2019Q2,4,SONMMay-19,3457620,0,1,14,
389,5/15/2019,11.12,0.1,SONIM TECHNOLOGIES INC,SONM,5/10/2019,111.2,2019Q2,5,SONMMay-19,3457620,0,1,14,
