company,n_articles,n_articles_major,n_words,pos,neg,unc,str_m,weak_m
TWLO,38,10,888.1315789473684,0.0034759066268522675,0.010695615930163585,0.009311045827882765,0.0033161668597922913,0.007330245146030408
UPLD,6,0,392.3333333333333,0.011645659371138735,0.004792390608916308,0.005068328425517755,0.0032392847235425946,0.0010096303199751476
VRNS,10,0,458.7,0.014651602568248698,0.01020802234571742,0.003151121957352238,0.003377375480534053,0.0010393386507996343
VERI,16,0,644.9375,0.01132881655933091,0.005610841504766964,0.015713691534574283,0.007599765138302707,0.009624451537700885
VMEMQ,9,0,372.6666666666667,0.00768584163634129,0.003374573626778941,0.0020680216214914735,0.001997877059221278,0.0014316011661479997
WIX,5,0,412.2,0.00271405276207921,0.014734028488301748,0.0053444707273802485,0.0013157894736842105,0.0027683323477232405
WDAY,31,3,358.8709677419355,0.004459559099730851,0.005240635966049487,0.00448297723689766,0.005359825038930061,0.002743257357092831
WK,1,0,548.0,0.0,0.0036496350364963502,0.010948905109489052,0.012773722627737226,0.005474452554744526
XTLY,8,0,344.0,0.0014384283880432788,0.0009107585779247623,0.0029774653342222856,0.002173960764872081,0.0023303231142656144
XOOM,6,0,261.1666666666667,0.0026212319790301438,0.005527092683055987,0.005458525329344435,0.00330844902367509,0.00330844902367509
XCOMQ,3,0,187.0,0.0,0.004830917874396135,0.0,0.0,0.0
YEXT,26,9,500.96153846153845,0.0062679698131847365,0.011171334012010618,0.007866714355946295,0.003712308127773879,0.004000166711351325
YDLE,5,0,579.6,0.0038847998198741325,0.005397762787758534,0.005219594438909907,0.0022135934043309323,0.0012958963282937365
YUME,11,0,319.54545454545456,0.004935107565546082,0.007305913320404364,0.004101088911380218,0.007751094872841424,0.0028562698455468242
ZEN,17,3,627.1764705882352,0.008906095922975489,0.010387464659782228,0.004841130972765273,0.0034804156651079944,0.0038446252207114348
ZS,31,4,350.48387096774195,0.006335421628089338,0.007150950984361766,0.0034432480321121193,0.002148142957333015,0.00204467082480261
ZUO,15,3,221.86666666666667,0.004411932460729085,0.005254789965356158,0.0072118205220528375,0.0019550290453676086,0.006352656954275374
